Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,Start_Date,Tenure_Months,Outstanding_Amount,Status,Credit_Risk
L003275,C10714,Education,132000.0,13.42,2022-08-12,48,36608.77,Active,High
L003276,C01783,Auto,156200.0,7.3,2024-08-24,36,39246.25,Active,Medium
L003277,C05676,Home,83800.0,8.05,2024-12-29,180,55801.51,Active,Medium
L003278,C00516,Home,238800.0,13.7,2024-03-10,180,168813.06,Closed,Low
L003279,C13306,Education,54700.0,12.49,2024-03-26,12,6827.39,Overdue,Low
L003280,C01311,Personal,337800.0,15.51,2023-10-28,24,292699.52,Closed,Medium
L003281,C01189,Home,134600.0,13.16,2023-10-09,48,97361.3,Active,Low
L003282,C11585,Education,141200.0,15.41,2025-01-17,180,60534.24,Active,Low
L003283,C11521,Personal,399000.0,16.14,2022-02-08,24,345239.23,Overdue,Low
L003284,C00216,Home,100900.0,9.02,2022-07-20,180,59640.75,Closed,Medium
L003285,C01557,Personal,116000.0,7.25,2025-08-02,12,92130.11,Active,Low
L003286,C08678,Personal,171100.0,9.09,2023-11-17,12,123148.05,Closed,Low
L003287,C09840,Home,457000.0,15.47,2022-09-21,60,80972.39,Active,Medium
L003288,C13340,Personal,157000.0,10.87,2023-01-07,12,77229.46,Overdue,Medium
L003289,C13397,Business,80100.0,12.07,2022-09-04,84,33167.04,Closed,High
L003290,C09430,Personal,182000.0,13.38,2022-01-13,120,112942.79,Active,Low
L003291,C05224,Personal,125000.0,11.79,2025-12-02,60,42897.13,Active,Low
L003292,C07649,Business,399000.0,13.01,2022-07-14,180,144578.11,Active,Low
L003293,C12851,Education,50000.0,15.64,2025-10-21,120,4202.87,Active,Medium
L003294,C00731,Personal,239900.0,15.9,2022-01-13,240,128120.73,Active,Low
L003295,C03074,Auto,152100.0,10.37,2025-09-18,84,121112.28,Closed,High
L003296,C13747,Home,240400.0,10.43,2024-10-14,120,215143.6,Active,Medium
L003297,C09789,Personal,748500.0,8.5,2022-04-14,36,357929.22,Defaulted,Medium
L003298,C11316,Education,50000.0,15.28,2022-05-16,48,17493.82,Active,High
L003299,C02077,Home,142600.0,10.93,2025-10-15,84,65819.94,Active,Low
L003300,C02883,Personal,326300.0,9.15,2022-06-10,120,244073.42,Active,Low
L003301,C05701,Home,293900.0,7.54,2022-09-18,36,270889.68,Closed,Medium
L003302,C00913,Auto,149900.0,14.32,2022-02-28,24,21287.68,Active,Low
L003303,C03064,Home,355300.0,6.53,2022-11-25,60,124606.57,Active,Medium
L003304,C09472,Auto,728000.0,13.85,2022-09-17,48,144544.44,Active,Medium
L003305,C09331,Personal,50000.0,11.69,2025-07-23,240,16658.19,Active,Low
L003306,C14110,Business,121000.0,11.57,2025-09-05,84,51708.65,Active,Low
L003307,C13121,Personal,100600.0,14.16,2024-08-24,84,58023.56,Active,High
L003308,C08711,Home,50000.0,10.95,2025-08-27,36,12315.02,Closed,Low
L003309,C13603,Education,903400.0,13.45,2022-06-26,12,725641.11,Active,Low
L003310,C04121,Home,183400.0,11.05,2024-12-11,12,80274.26,Active,Low
L003311,C09869,Auto,70900.0,7.22,2025-10-22,12,18837.45,Active,Low
L003312,C00596,Education,437000.0,12.79,2024-10-03,84,180193.97,Active,Medium
L003313,C13224,Auto,50000.0,8.55,2022-12-07,120,22437.99,Active,Low
L003314,C04127,Personal,165200.0,12.3,2024-12-07,180,10139.31,Closed,Medium
L003315,C14070,Personal,80200.0,6.75,2025-03-28,60,47966.57,Active,Medium
L003316,C14346,Home,188500.0,15.29,2025-02-27,48,154990.61,Active,High
L003317,C08283,Home,100300.0,14.88,2025-02-20,48,8843.0,Closed,Medium
L003318,C06846,Auto,721500.0,15.26,2025-02-08,24,540483.07,Active,Low
L003319,C11578,Auto,50000.0,12.6,2023-09-21,24,4407.79,Active,Low
L003320,C02493,Education,132400.0,15.66,2023-04-18,36,105492.03,Active,Medium
L003321,C11600,Auto,172200.0,12.13,2024-02-25,120,37227.08,Active,Medium
L003322,C10893,Business,132600.0,9.22,2025-09-18,12,112048.36,Closed,Low
L003323,C01265,Personal,197600.0,13.96,2025-11-11,24,86615.48,Closed,Low
L003324,C11656,Business,343700.0,12.2,2024-11-28,36,130474.99,Active,Medium
L003325,C14478,Education,93700.0,13.67,2022-07-04,12,9302.48,Closed,Low
L003326,C03200,Education,125100.0,9.22,2022-02-25,180,42977.11,Overdue,Medium
L003327,C03837,Auto,188200.0,13.12,2023-06-22,48,91394.57,Active,Medium
L003328,C07822,Business,233000.0,13.5,2023-03-26,84,106348.0,Active,Low
L003329,C12534,Home,443700.0,11.12,2025-08-05,48,213815.7,Active,Medium
L003330,C00112,Personal,52700.0,13.94,2025-08-24,24,49669.96,Active,Medium
L003331,C10036,Personal,121200.0,8.14,2025-08-21,12,26855.02,Active,Low
L003332,C04700,Education,222300.0,9.0,2025-08-28,240,158209.66,Overdue,Medium
L003333,C14909,Personal,320200.0,14.46,2023-10-29,60,57768.82,Active,Medium
L003334,C04106,Home,122000.0,7.93,2022-07-05,240,109089.12,Active,Low
L003335,C14346,Auto,74300.0,15.75,2023-05-06,60,35052.49,Closed,Medium
L003336,C03659,Home,211800.0,8.32,2022-01-21,120,121436.16,Overdue,Low
L003337,C00497,Business,179000.0,11.07,2025-09-12,12,31604.1,Active,High
L003338,C08773,Business,165000.0,7.16,2022-10-08,12,90053.87,Closed,Medium
L003339,C02372,Home,155900.0,13.6,2024-09-18,240,130104.83,Active,Low
L003340,C10292,Auto,50000.0,12.23,2024-09-27,24,29197.15,Active,Low
L003341,C00183,Personal,60800.0,11.34,2022-07-21,12,17198.14,Active,Medium
L003342,C13009,Business,68500.0,7.97,2023-08-19,240,60671.8,Active,Medium
L003343,C02323,Personal,170600.0,8.32,2024-11-18,180,150508.52,Active,Medium
L003344,C10260,Personal,166000.0,10.95,2025-10-18,120,137623.48,Active,Low
L003345,C05171,Auto,395400.0,11.34,2022-08-06,48,214903.72,Active,Low
L003346,C01656,Home,107800.0,14.72,2024-10-31,60,16370.08,Active,Low
L003347,C14785,Education,50000.0,13.88,2023-11-13,180,6299.42,Active,Low
L003348,C07687,Home,587700.0,7.44,2025-12-11,48,187711.69,Active,Low
L003349,C10955,Auto,214400.0,12.32,2024-09-20,240,76255.29,Active,High
L003350,C03696,Education,142000.0,7.05,2023-08-15,240,80387.21,Active,Low
L003351,C02092,Auto,68900.0,6.85,2025-06-29,120,33245.39,Active,Low
L003352,C10927,Personal,276800.0,8.44,2023-03-23,24,191873.92,Overdue,Low
L003353,C05389,Personal,154600.0,13.13,2024-12-24,48,30342.61,Active,Low
L003354,C00921,Home,227700.0,10.67,2022-11-09,36,17067.57,Defaulted,Medium
L003355,C00662,Business,206100.0,15.35,2022-01-06,12,40446.09,Active,Medium
L003356,C05702,Business,114100.0,14.6,2024-08-31,240,42402.64,Active,Low
L003357,C04537,Home,89000.0,10.98,2025-12-16,120,43943.58,Active,Low
L003358,C03236,Auto,135800.0,14.53,2024-04-04,240,110794.13,Overdue,Medium
L003359,C00805,Home,123300.0,9.54,2023-08-20,12,92433.29,Defaulted,Medium
L003360,C02243,Auto,50000.0,16.07,2025-06-29,48,4511.99,Overdue,Low
L003361,C02387,Business,197400.0,8.41,2023-06-07,24,138774.71,Active,High
L003362,C09429,Home,276300.0,8.06,2022-08-20,36,173646.86,Active,High
L003363,C03073,Auto,50000.0,14.23,2025-01-22,240,14835.13,Overdue,Medium
L003364,C14982,Home,84500.0,9.15,2022-07-14,84,10865.92,Closed,Low
L003365,C05121,Personal,521600.0,14.64,2023-08-31,60,171966.24,Closed,Medium
L003366,C03314,Education,211000.0,14.06,2023-05-14,120,24325.34,Overdue,Low
L003367,C08477,Home,252100.0,7.85,2023-05-24,120,198084.71,Active,Low
L003368,C00019,Auto,171700.0,8.75,2025-03-22,240,104766.69,Overdue,High
L003369,C11276,Education,76900.0,9.31,2022-02-01,180,44285.02,Active,Low
L003370,C00210,Business,169900.0,12.14,2024-07-15,84,139845.8,Active,Medium
L003371,C02362,Business,493900.0,12.11,2025-03-19,24,157161.11,Active,Medium
L003372,C00711,Auto,50000.0,11.84,2023-02-15,84,39460.01,Active,Medium
L003373,C02750,Business,650000.0,9.69,2024-01-02,48,195877.81,Active,Low
L003374,C02514,Home,50000.0,12.8,2022-09-04,36,4355.7,Overdue,Low
L003375,C03141,Home,411000.0,6.82,2024-11-21,240,343519.93,Active,Low
L003376,C09154,Home,62900.0,10.82,2022-09-29,24,37035.59,Active,Low
L003377,C12540,Home,343500.0,10.31,2023-03-19,48,293202.29,Active,Low
L003378,C05221,Business,243000.0,12.49,2024-09-23,180,90706.32,Active,Medium
L003379,C01498,Personal,256600.0,15.29,2023-03-03,12,121075.99,Active,Low
L003380,C01858,Auto,72400.0,14.45,2025-01-21,120,48070.93,Defaulted,Medium
L003381,C10063,Personal,135800.0,12.3,2024-07-18,84,71858.95,Active,Medium
L003382,C05945,Home,57800.0,15.89,2023-08-03,240,25079.02,Active,Low
L003383,C06612,Business,115600.0,10.64,2024-01-21,60,52606.46,Active,Medium
L003384,C13975,Personal,194600.0,9.11,2024-04-25,240,29915.96,Active,Low
L003385,C04108,Education,51500.0,11.48,2025-04-01,48,11500.37,Closed,Low
L003386,C09279,Auto,501600.0,12.82,2025-07-15,84,334560.26,Active,Low
L003387,C13729,Business,121400.0,11.75,2023-04-26,84,72938.98,Active,High
L003388,C09236,Auto,50000.0,7.35,2025-10-04,12,18742.17,Overdue,Low
L003389,C07886,Home,437900.0,15.31,2025-10-06,120,207048.05,Active,Low
L003390,C08371,Home,50000.0,10.68,2022-10-18,84,26025.09,Active,Medium
L003391,C10035,Personal,166900.0,12.15,2024-08-22,60,68291.81,Active,Low
L003392,C03878,Home,168500.0,14.45,2025-12-01,24,48988.65,Active,Low
L003393,C05790,Auto,139000.0,6.64,2025-05-22,24,16729.96,Active,Low
L003394,C08730,Education,166600.0,11.51,2024-05-26,48,110520.49,Active,Medium
L003395,C03814,Home,138100.0,13.72,2022-08-27,180,54470.26,Active,Medium
L003396,C07152,Auto,306600.0,9.97,2024-11-28,48,203475.26,Active,Low
L003397,C03224,Home,100100.0,12.31,2024-02-16,60,44035.92,Overdue,Medium
L003398,C00778,Personal,121200.0,15.11,2025-12-24,36,48345.08,Closed,Medium
L003399,C08168,Business,219400.0,12.59,2023-03-13,180,47085.82,Active,Medium
L003400,C11588,Auto,386600.0,11.97,2025-11-22,240,83985.37,Active,Low
L003401,C05632,Auto,161600.0,9.35,2025-12-09,240,70693.24,Defaulted,Low
L003402,C03934,Home,69700.0,15.38,2024-08-27,240,51846.15,Active,Low
L003403,C12899,Home,646700.0,14.72,2023-06-08,240,376577.67,Active,Low
L003404,C10501,Auto,250200.0,9.58,2024-07-27,48,52625.72,Closed,Low
L003405,C00154,Personal,50000.0,16.45,2022-03-19,48,30151.7,Active,Medium
L003406,C11398,Auto,621800.0,11.3,2023-05-13,240,519901.73,Active,Medium
L003407,C03582,Home,147900.0,11.38,2022-03-23,60,89922.95,Active,Low
L003408,C03374,Auto,96700.0,15.37,2023-10-12,180,77391.82,Active,Medium
L003409,C09500,Personal,257000.0,13.01,2022-12-29,240,75236.3,Active,Low
L003410,C09678,Auto,225900.0,15.64,2024-02-08,120,183778.02,Closed,Low
L003411,C14625,Personal,50000.0,9.99,2025-10-23,36,5477.77,Closed,High
L003412,C11983,Auto,109600.0,7.72,2023-09-14,120,71661.88,Defaulted,Medium
L003413,C02796,Personal,391900.0,11.6,2022-05-08,48,245290.9,Active,Medium
L003414,C10108,Personal,71000.0,7.26,2022-03-15,120,34835.15,Active,Low
L003415,C09900,Personal,276000.0,14.06,2025-12-31,36,67889.42,Active,Low
L003416,C10064,Auto,87000.0,8.08,2025-05-04,12,34567.52,Active,Medium
L003417,C00499,Home,207500.0,9.51,2024-07-02,36,127861.14,Overdue,Low
L003418,C04380,Auto,1507100.0,13.22,2025-02-19,48,132695.28,Active,Low
L003419,C06759,Auto,195000.0,15.27,2024-08-20,84,149776.76,Overdue,Low
L003420,C00294,Business,1053600.0,10.15,2025-12-09,84,77918.34,Overdue,Medium
L003421,C14654,Home,64300.0,15.71,2022-02-22,84,14992.39,Closed,High
L003422,C09187,Personal,164500.0,10.5,2023-03-09,36,95476.99,Active,Low
L003423,C08669,Personal,147100.0,14.08,2024-05-02,48,110584.55,Active,Medium
L003424,C03688,Home,97200.0,9.29,2022-11-21,48,58191.24,Overdue,Medium
L003425,C14660,Personal,207400.0,14.3,2024-05-04,60,162874.07,Active,Low
L003426,C12028,Auto,67100.0,14.15,2022-05-20,24,58435.19,Closed,Low
L003427,C11561,Auto,417600.0,7.76,2025-12-29,240,189063.4,Active,Low
L003428,C08781,Personal,360100.0,14.57,2025-11-08,120,187005.5,Active,Low
L003429,C11863,Personal,132000.0,14.34,2025-02-17,36,95891.15,Overdue,Medium
L003430,C10898,Home,279200.0,14.78,2025-03-23,60,48895.79,Active,Low
L003431,C11440,Business,58800.0,16.09,2023-09-19,24,6427.59,Active,Low
L003432,C11800,Auto,287000.0,11.02,2023-05-10,180,190556.6,Active,Medium
L003433,C01305,Personal,126200.0,13.13,2024-10-17,48,35146.08,Active,Medium
L003434,C07418,Home,149300.0,15.89,2024-02-13,180,30197.75,Defaulted,Medium
L003435,C02953,Education,124300.0,12.11,2024-05-09,48,22179.03,Active,Low
L003436,C04565,Education,122500.0,10.36,2025-03-19,60,12038.72,Overdue,High
L003437,C03805,Personal,131300.0,8.78,2023-04-25,60,55205.53,Defaulted,Medium
L003438,C11898,Auto,161000.0,12.44,2025-01-27,48,131435.88,Active,Low
L003439,C13356,Business,394300.0,12.93,2022-08-26,60,25579.0,Active,Medium
L003440,C10246,Personal,73800.0,14.47,2022-07-19,120,7479.36,Active,Medium
L003441,C10534,Home,50000.0,7.06,2022-03-22,36,5321.23,Overdue,Low
L003442,C13514,Business,204600.0,12.6,2024-01-27,48,172917.94,Active,Medium
L003443,C00281,Business,65000.0,10.84,2022-01-07,36,30277.7,Active,Low
L003444,C00006,Home,201800.0,9.23,2023-09-25,36,17149.44,Active,Low
L003445,C06056,Home,104200.0,8.55,2024-07-24,12,65554.34,Closed,Medium
L003446,C14012,Personal,186300.0,11.19,2025-02-11,84,137505.56,Closed,High
L003447,C04309,Education,137000.0,6.94,2024-10-28,84,113093.39,Overdue,Low
L003448,C11083,Personal,614900.0,11.23,2023-06-09,60,522652.06,Closed,Medium
L003449,C00136,Auto,134900.0,14.94,2023-02-28,84,11435.16,Active,Low
L003450,C00777,Personal,174400.0,9.07,2024-07-11,120,54035.23,Active,Low
L003451,C05165,Home,388100.0,12.46,2023-03-23,36,364687.1,Active,Low
L003452,C11144,Home,530700.0,10.9,2025-10-19,48,337679.3,Closed,Medium
L003453,C05780,Home,819000.0,9.5,2022-01-31,48,458713.45,Active,Low
L003454,C00222,Personal,110400.0,13.33,2023-05-20,120,10129.3,Closed,High
L003455,C02402,Home,636000.0,13.37,2025-03-26,120,441213.13,Closed,Medium
L003456,C06356,Personal,73000.0,11.3,2024-07-31,48,54696.28,Active,Low
L003457,C03902,Home,449200.0,12.43,2022-07-14,84,232195.78,Overdue,Medium
L003458,C00445,Auto,97700.0,8.35,2024-12-27,36,89690.59,Overdue,Low
L003459,C12411,Home,221300.0,7.15,2022-03-02,48,203163.02,Active,Medium
L003460,C08105,Personal,335900.0,14.49,2025-01-29,12,148728.24,Active,Medium
L003461,C14428,Home,77200.0,14.66,2024-12-06,240,51152.69,Active,Medium
L003462,C03260,Business,472400.0,9.6,2022-06-06,240,333235.91,Active,Low
L003463,C04228,Business,86800.0,9.93,2025-09-11,240,72022.97,Active,Low
L003464,C12568,Business,284800.0,12.86,2025-09-01,120,23886.91,Active,Low
L003465,C05564,Personal,309900.0,13.94,2022-12-24,120,283370.43,Active,Low
L003466,C00835,Home,65500.0,8.5,2025-10-23,36,39682.85,Active,Low
L003467,C08333,Auto,698000.0,16.5,2022-07-28,120,300007.75,Overdue,High
L003468,C13240,Business,142000.0,8.06,2022-09-23,120,53988.45,Active,Low
L003469,C09797,Home,245400.0,6.89,2025-01-30,48,153634.23,Closed,High
L003470,C13060,Personal,281900.0,11.11,2022-05-24,36,100963.77,Closed,Low
L003471,C11907,Education,151600.0,13.28,2022-07-13,24,82536.32,Active,Low
L003472,C03226,Education,102400.0,12.04,2024-03-09,12,39005.02,Active,Medium
L003473,C02000,Auto,277800.0,11.43,2024-04-17,48,193019.52,Active,Low
L003474,C11596,Personal,337300.0,16.37,2024-10-31,240,170563.04,Active,Medium
L003475,C08692,Auto,140300.0,8.84,2022-11-06,24,77223.41,Closed,Low
L003476,C10390,Personal,87300.0,7.19,2023-01-15,36,52596.48,Active,Medium
L003477,C02614,Home,264200.0,11.63,2022-07-23,84,134723.38,Active,Low
L003478,C02421,Personal,400600.0,11.32,2023-12-02,60,171202.2,Closed,Medium
L003479,C13396,Personal,170400.0,9.97,2025-12-01,36,141341.79,Active,Low
L003480,C11845,Business,430500.0,6.87,2022-07-15,60,23970.7,Active,Medium
L003481,C10536,Auto,254900.0,12.75,2025-11-11,84,58115.66,Closed,Low
L003482,C04500,Education,472300.0,13.02,2025-05-14,24,422337.8,Defaulted,Low
L003483,C02756,Business,205800.0,16.2,2025-08-18,36,191013.34,Active,High
L003484,C02692,Education,50000.0,7.13,2024-08-22,24,4998.41,Active,Medium
L003485,C00537,Home,107000.0,7.93,2023-12-11,48,97923.93,Active,Low
L003486,C08001,Home,98400.0,15.27,2024-06-16,36,50805.02,Active,Low
L003487,C02653,Business,122500.0,11.04,2024-08-01,12,61788.62,Closed,Low
L003488,C04547,Business,109500.0,13.17,2025-09-15,48,25441.33,Active,Medium
L003489,C02099,Home,50000.0,16.39,2023-08-24,120,39676.01,Active,Low
L003490,C10880,Personal,177200.0,10.22,2022-07-01,48,88084.97,Closed,Low
L003491,C02444,Home,50000.0,7.7,2023-07-04,180,37048.3,Active,Medium
L003492,C10435,Home,50000.0,6.78,2022-04-08,180,26666.07,Active,Low
L003493,C13926,Home,308600.0,12.35,2023-12-18,36,130460.31,Active,Low
L003494,C11219,Home,105400.0,7.67,2022-12-21,12,16669.42,Active,Medium
L003495,C05079,Auto,111200.0,12.23,2022-08-06,48,29531.44,Closed,Low
L003496,C04055,Business,667500.0,14.38,2023-02-14,240,135250.59,Active,Medium
L003497,C01278,Personal,112300.0,16.18,2023-04-13,120,100597.52,Active,Low
L003498,C09761,Auto,139900.0,7.81,2025-07-04,240,18318.57,Active,Medium
L003499,C01740,Business,551400.0,7.59,2025-11-18,48,73865.75,Active,Low
L003500,C14486,Education,112000.0,14.75,2022-11-26,12,64592.58,Active,Low
L003501,C08981,Home,132000.0,8.46,2024-08-23,36,46465.32,Closed,Medium
L003502,C01645,Education,162200.0,8.38,2025-01-23,60,61642.75,Closed,Low
L003503,C03640,Personal,149700.0,7.87,2023-03-06,48,38701.83,Overdue,Low
L003504,C12281,Auto,386000.0,12.57,2024-06-10,180,30656.53,Active,Medium
L003505,C07505,Home,216500.0,12.11,2023-07-06,12,199525.16,Active,Low
L003506,C14860,Personal,116700.0,12.61,2025-01-23,120,57128.56,Active,Low
L003507,C06789,Auto,229500.0,15.58,2025-06-30,180,99391.12,Closed,Low
L003508,C04085,Education,219800.0,8.93,2025-12-05,60,88402.03,Active,Low
L003509,C03391,Personal,52400.0,11.74,2024-11-16,36,8205.31,Active,Low
L003510,C04608,Auto,91000.0,8.33,2023-05-05,48,71447.65,Defaulted,Medium
L003511,C03402,Auto,144000.0,13.34,2023-03-26,48,25672.55,Active,Low
L003512,C06178,Personal,428000.0,8.94,2025-05-26,12,240035.19,Active,Medium
L003513,C08230,Auto,423300.0,15.46,2024-11-26,12,153486.34,Active,Medium
L003514,C05659,Auto,346700.0,10.68,2024-06-13,48,261163.92,Overdue,Low
L003515,C08769,Personal,1152300.0,10.42,2023-12-14,84,478763.89,Active,Low
L003516,C08667,Education,181500.0,7.83,2023-04-07,120,26959.82,Closed,Medium
L003517,C11347,Business,102700.0,14.01,2022-11-10,24,60361.89,Active,High
L003518,C04619,Home,87500.0,14.64,2025-11-02,120,81325.72,Overdue,Medium
L003519,C06513,Home,50000.0,14.85,2025-03-27,60,47225.54,Active,Low
L003520,C13832,Auto,196000.0,10.68,2022-06-19,84,34945.93,Active,Medium
L003521,C01106,Home,203200.0,8.57,2023-12-03,60,185790.86,Closed,Medium
L003522,C03006,Auto,198200.0,12.33,2025-12-11,180,28645.65,Active,Medium
L003523,C01337,Auto,260700.0,12.76,2023-02-13,84,247542.32,Active,Low
L003524,C00116,Business,699300.0,14.2,2025-12-01,48,533501.49,Active,Medium
L003525,C05103,Personal,275800.0,6.82,2022-08-02,84,187367.81,Overdue,Medium
L003526,C08842,Auto,70900.0,14.12,2025-06-23,48,27805.58,Active,Low
L003527,C11246,Personal,390400.0,12.44,2025-04-19,84,317092.98,Active,Medium
L003528,C12606,Auto,574100.0,11.19,2025-09-07,120,363428.39,Active,Medium
L003529,C01487,Home,174800.0,13.79,2022-07-16,24,31060.63,Active,Medium
L003530,C01522,Auto,115700.0,7.11,2025-01-15,180,64949.62,Active,Low
L003531,C10799,Personal,298400.0,12.13,2025-01-07,24,190221.89,Active,Medium
L003532,C14526,Personal,87800.0,13.73,2025-06-23,240,48890.97,Active,Low
L003533,C10527,Personal,234800.0,12.36,2022-08-22,36,128954.3,Active,Low
L003534,C14295,Education,67000.0,10.18,2024-10-23,24,3541.08,Active,Medium
L003535,C08779,Personal,104700.0,11.61,2023-05-21,84,89042.15,Active,Medium
L003536,C02255,Education,210000.0,11.14,2025-07-06,180,120842.6,Defaulted,Low
L003537,C14362,Education,102000.0,14.86,2024-07-25,180,34170.82,Active,Low
L003538,C06698,Personal,239200.0,10.96,2024-01-02,240,122580.92,Active,Low
L003539,C07167,Home,93200.0,13.62,2025-01-14,120,47117.54,Closed,Medium
L003540,C06479,Home,724200.0,9.33,2024-04-02,12,518907.42,Active,Low
L003541,C03635,Personal,50000.0,11.72,2022-01-16,36,41548.5,Active,Medium
L003542,C09394,Business,90900.0,14.54,2023-11-15,12,58261.7,Overdue,Low
L003543,C03852,Auto,177000.0,9.67,2022-11-25,60,146312.0,Active,Low
L003544,C13524,Home,279200.0,7.58,2024-10-13,84,21152.43,Overdue,Low
L003545,C11177,Personal,258300.0,11.21,2022-05-29,240,155888.79,Active,Low
L003546,C13988,Home,170600.0,16.27,2022-04-25,60,110753.47,Active,Medium
L003547,C08678,Home,240900.0,16.38,2023-11-02,120,124116.36,Closed,Medium
L003548,C14983,Personal,87300.0,16.37,2023-03-26,84,65830.27,Active,Low
L003549,C05787,Home,168600.0,12.38,2023-01-08,60,137529.47,Overdue,Medium
L003550,C00300,Personal,84600.0,6.69,2024-04-22,60,50093.74,Active,Medium
L003551,C06113,Auto,94200.0,13.07,2023-05-08,24,9836.07,Closed,Medium
L003552,C14756,Business,74400.0,12.76,2023-05-06,240,9502.17,Defaulted,Medium
L003553,C06131,Business,75900.0,14.88,2025-06-17,240,31838.94,Closed,Low
L003554,C13328,Business,77000.0,15.34,2025-07-11,240,23816.21,Overdue,Low
L003555,C04990,Personal,191300.0,7.0,2025-01-19,24,95241.89,Active,High
L003556,C13613,Personal,191800.0,8.03,2024-06-05,180,32353.48,Closed,Medium
L003557,C11140,Personal,164900.0,15.25,2022-04-15,240,72702.81,Active,High
